1332807.9,
2810734.3,
988030,
1165387,
2841815,
3515166.5,
1818420.4,
1416095.5,
1080788.3,
-1093750.5,
-1755061.8,
-3569188.8,
-4602438.5,
-6151821,
-6807835.5,
-9429174,
-12563049,
-9917004,
-7336721,
-4780926.5,
-9215577,
-8076482,
-6040189.5,
-4602205.5,
-4443935,
-6127857.5,
-5009545,
-5159933,
-6966553.5,
-8443293,
-6041563,
-4540454,
-3883243.8,
-2553773.5,
-2464361.3,
-4414615.5,
-4554842.5,
-2679766,
-956863.25,
-1572373.5,
-2973083.5,
-2622393.8,
-2357861.5,
-913974.1,
-1517038,
-1404548.1,
-5985811,
-13940464,
-13620846,
-13555586,
-11681886,
-11081393,
-9899309,
-8927857,
-6984245.5,
-5435119,
-5864803.5,
-4413796,
-4608473.5,
-6370824.5,
-6380898,
-6476579.5,
-4871640,
-2157806.3,
-811898.9,
-2316080,
-2104015,
-1691151.8,
-1730865.8,
-1296279.3,
-2831488.5,
-3165993.5,
-4541774,
-6555172,
-4950851,
-3967986.5,
1388373,
-2475100,
-1235699,
1200531.3,
-1767632.5,
-1419099.5,
-4101199,
-7781131,
-10265536,
-8643323,
-7703235.5,
-7143393,
-9860064,
-11507421,
-9234934,
-9549261,
-9833087,
-10175490,
-12476202,
-14940088,
-15901377,
-16293581,
-16297795,
-16877302,
-16855258,
-15749950,
-15884937,
-15519413,
-15647162,
-15455780,
-16124576,
-16643175,
-15938555,
-14087980,
-15455701,
-15263427,
-15494410,
-15474601,
-15148270,
-15234249,
-15490108,
-16761628,
-17554384,
-18075648,
-19637090,
-19326106,
-18734006,
-18696968,
-18528488,
-19277700,
-19784504,
-21157152,
-18769740,
-19487684,
-18786476,
-19488390,
-17680478,
-17110272,
-17149988,
-17659938,
-18918212,
-19340044,
-16505358,
-15233737,
-15099400,
-15766783,
-14778132,
-15324560,
-13362692,
-12860346,
-12022232,
-12904866,
-13204685,
-13800569,
-14186035,
-13413239,
-15060484,
-15407144,
-15079278,
-14666472,
-14630297,
-15245057,
-16119417,
-16319489,
-13905988,
-13264741,
-14051327,
-14155245,
-15142115,
-15265148,
-15100555,
-15082029,
-14789941,
-14832104,
-14651344,
-15436488,
-15271909,
-15353845,
-15892811,
-14598659,
-13503042,
-13709250,
-14625477,
-15340678,
-14843687,
-17917978,
-15338751,
-13813688,
-13240387,
-15613183,
-16210420,
-15788735,
-17149258,
-16175140,
-18083308,
-19228412,
-20237178,
-20380042,
-20676994,
-21383168,
-22260218,
-22105358,
-21974470,
-21817856,
-22816764,
-24332060,
-23346022,
-24482652,
-24728524,
-24100622,
-25384534,
-26077672,
-25617634,
-25845884,
-26316834,
-26322806,
-27745782,
-27016434,
-27438286,
-27248932,
-26740152,
-26031146,
-26002760,
-25903324,
-26945206,
-25793240,
-27699162,
-27617884,
-26773452,
-26007924,
-28067836,
-30042546,
-26816274,
-26158768,
-24066920,
-24348930,
-25410756,
-25679236,
-22923012,
-23818026,
-21496238,
-21415502,
-21015198,
-20850910,
-21084744,
-22583170,
-21769154,
-22046134,
-20821006,
-21249266,
-21022838,
-22624626,
-20965616,
-23134988,
-21708334,
-23468588,
-25043672,
-26103012,
-26320758,
-28050374,
-28868058,
-30446132,
-29441792,
-29581284,
-30086886,
-30453958,
